"taux_endettement_cleaned";"anciennete_emploi_cleaned";"age_cleaned";"anciennete_bni_cleaned";"duree_pret_cleaned";"year";"salaire_mensuel_cleaned";"nb_salaires_cleaned";"statut_marita_cleaned_UNIQUEVAL";"nature_CAP_cleaned_UNIQUEVAL";"type_contrat_cleaned";"mensualite_cleaned";"code_DTX_cleaned_UNIQUEVAL";"categorie_employeur_cleaned_UNIQUEVAL";"scorePred"
32,96;47;31;38;24;2011;420000;25;"marie";"cap_rechargeable";"cdi";138432;0;"fonctionnaire";96,12
32,82;186;42;15;24;2014;118000;13;"marie";"cap";"cdi";38727,6;0;"entreprise_privée_à_renseigner";92,77
32,96;214;47;86;24;2012;181823;59;"marie";"cap_rechargeable";"cdi";59928,8608;0;"entreprise_privée_connue";96,99
32,89;30;31;18;24;2014;155834;18;"marie";"cap";"cdi";51253,8026;0;"entreprise_privée_connue";86,48
32,54;37;47;1;36;2011;180516,98;1;"marie";"cap";"cdi";58740,225292;0;"entreprise_privée_connue";66,75
32,94;50;43;2;36;2012;303200;2;"marie";"cap";"cdi";99874,08;0;"entreprise_privée_connue";86,62
32,97;150;53;53;36;2013;163548,28;52;"marie";"cap_rechargeable";"cdi";53921,867916;0;"entreprise_privée_connue";91,54
32,89;142;41;7;24;2012;114000;4;"marie";"cap";"cdi";37494,6;0;"entreprise_privée_connue";89,61
32,46;13;54;6;12;2011;211587;2;"divorce";"cap";"cdd";68681,1402;0;"fonctionnaire";94,03
32,76;68;53;24;24;2012;93283,26;23;"marie";"cap_rechargeable";"cdi";30559,595976;0;"entreprise_privée_connue";90,3
29,54;154;38;5;36;2012;587500;4;"marie";"cap";"cdi";173547,5;0;"entreprise_privée_à_favoriser";95,11
32,99;84;31;41;24;2013;126509;41;"marie";"cap_rechargeable";"cdi";41735,3191;0;"entreprise_privée_connue";91,95
32,68;136;48;118;36;2014;324200;117;"marie";"cap_rechargeable";"cdi";105948,56;0;"entreprise_privée_connue";98,04
32,323660847002;68;28;58;60;2017;307936;50;"concubinage";"cap_rechargeable";"cdi";99536,1882658241;0;"fonctionnaire";94,47
16,01;4;40;98;36;2012;1428819,12;7;"marie";"cap";"cdi";228753,941112;0;"entreprise_privée_connue";97,92
28,07;103;34;70;60;2014;829138,6;66;"marie";"cap_rechargeable";"cdi";232739,20502;0;"fonctionnaire";98,18
32,65;43;33;29;24;2013;126300;29;"concubinage";"cap";"cdi";41236,95;0;"entreprise_privée_connue";81,55
32,97;71;38;30;24;2013;180000;29;"marie";"cap";"cdi";59346;0;"entreprise_privée_à_renseigner";92,26
32,94;28;35;27;24;2013;3e+05;26;"marie";"cap";"cdi";98820;0;"entreprise_privée_à_renseigner";94,56
32,560911717875;11;39;25;17;2017;1384000;4;"celibataire";"cap";"cdd";450643,01817539;0;"entreprise_privée_à_favoriser";92,66
24,27;357;52;334;36;2014;725000;334;"marie";"cap";"cdi";175957,5;0;"entreprise_privée_à_renseigner";91,9
32,76;106;39;65;60;2013;329051,8;55;"marie";"cap_rechargeable";"cdi";107797,36968;0;"fonctionnaire";97,05
21,45;257;57;42;60;2011;396834,8;25;"marie";"cap_rechargeable";"cdi";85121,0646;0;"fonctionnaire";97,93
32,53;15;36;2;24;2011;437200;2;"marie";"cap";"cdi";142221,16;0;"entreprise_privée_à_renseigner";91,96
32,271783181988;47;40;27;36;2017;392000;20;"marie";"cap_rechargeable";"cdi";126505,390073393;0;"entreprise_privée_connue";90,63
32,91;44;22;42;7;2013;676498,23;37;"celibataire";"cap";"cdd";222635,567493;0;"fonctionnaire";96,84
31,48;49;32;37;48;2012;228867;37;"marie";"cap_rechargeable";"cdi";72047,3316;1;"entreprise_privée_connue";86,58
32,94424058168;92;40;64;48;2017;245000;57;"marie";"cap_rechargeable";"cdi";80713,389425116;0;"entreprise_privée_connue";94,31
31,33;40;24;22;24;2013;305000;22;"celibataire";"cap";"cdi";95556,5;1;"entreprise_privée_connue";87,78
32,95;204;53;82;60;2014;386610,6;65;"divorce";"cap_rechargeable";"cdi";127388,1927;0;"fonctionnaire";97,97
32,98;58;38;9;16;2011;233405;3;"concubinage";"cap";"cdd";76976,969;0;"fonctionnaire";95,5
32;115;42;61;36;2013;165000;61;"marie";"cap_rechargeable";"cdi";52800;0;"entreprise_privée_connue";88,78
32,68;175;39;24;24;2012;160000;23;"marie";"cap_rechargeable";"cdi";52288;0;"entreprise_privée_connue";91,57
27,44;46;39;42;60;2012;446456,6;42;"marie";"cap_rechargeable";"cdi";122507,69104;0;"entreprise_privée_à_favoriser";95,61
32,97;139;46;45;60;2014;405000;42;"marie";"cap_rechargeable";"cdi";133528,5;0;"fonctionnaire";97,53
32,51;22;55;64;8;2014;562968;64;"marie";"cap_rechargeable";"cdd";183020,8968;0;"entreprise_privée_connue";93,15
32,95;98;34;4;24;2011;122371;1;"divorce";"cap";"cdi";40321,2445;0;"entreprise_privée_à_renseigner";93,3
32,76;137;51;25;24;2012;179619;25;"marie";"cap_rechargeable";"cdi";58843,1844;0;"entreprise_privée_connue";90,96
32,63;31;31;69;24;2013;340200;27;"celibataire";"cap";"cdi";111007,26;0;"entreprise_privée_connue";93,05
32,95;48;26;27;12;2014;283461,6;26;"marie";"cap";"cdd";93400,5972;0;"fonctionnaire";97,24
32,51;46;32;2;60;2011;304499;1;"marie";"cap";"cdi";98992,6249;0;"fonctionnaire";93,53
32,54;22;25;12;24;2014;225630;12;"celibataire";"cap";"cdi";73420,002;0;"entreprise_privée_connue";88,19
32,3;31;31;68;48;2013;187200;65;"celibataire";"cap";"cdi";60465,6;1;"entreprise_privée_connue";89,51
30,24;4;26;21;20;2012;571200;20;"celibataire";"cap";"cdi";172730,88;0;"entreprise_privée_à_favoriser";89,93
32,83;335;51;92;60;2014;452914,8;54;"marie";"cap";"cdi";148691,92884;0;"fonctionnaire";96,88
18,22;324;55;325;18;2011;1764000;25;"marie";"cap_rechargeable";"cdi";321400,8;0;"entreprise_privée_connue";99,28
32,85;162;44;68;33;2014;3e+05;67;"marie";"cap_rechargeable";"cdi";98550;0;"entreprise_privée_connue";95,09
32,96;29;31;26;24;2014;331115;25;"marie";"cap";"cdi";109135,504;0;"entreprise_privée_à_renseigner";94,5
32,92;23;35;46;34;2014;181990;45;"marie";"cap";"cdi";59911,108;0;"entreprise_privée_à_favoriser";91,13
31,69;37;37;69;19;2011;968000;25;"marie";"cap_rechargeable";"cdi";306759,2;0;"entreprise_privée_à_renseigner";97,2
18,56;92;33;71;30;2013;1095000;71;"marie";"cap";"cdi";203232;0;"entreprise_privée_connue";97,59
32,98;320;50;287;60;2011;247626;286;"marie";"cap";"cdi";81667,0548;0;"fonctionnaire";98,6
32,91;50;43;47;36;2014;294100;47;"marie";"cap_rechargeable";"cdi";96788,31;0;"entreprise_privée_connue";94,25
32,54;12;31;2;24;2012;102000;2;"concubinage";"cap";"cdi";33190,8;0;"entreprise_privée_connue";69,6
32,894414239802;49;31;10;24;2017;142000;3;"marie";"cap";"cdi";46710,0682205188;0;"entreprise_privée_connue";74,13
30,75;109;47;52;48;2013;462809,4;49;"veuf(ve)";"cap";"cdi";142313,8905;0;"fonctionnaire";96,82
31,68;6;30;2;36;2011;585000;2;"celibataire";"cap";"cdi";185328;0;"entreprise_privée_connue";77,6
32,76;17;21;13;24;2014;198000;12;"celibataire";"cap";"cdi";64864,8;0;"entreprise_privée_connue";82,9
32,97;120;37;11;24;2014;686481;11;"marie";"cap";"cdi";226332,7857;0;"entreprise_privée_à_renseigner";96,81
32,69;86;54;16;24;2014;2e+05;15;"marie";"cap";"cdi";65380;0;"entreprise_privée_à_renseigner";94,26
32,989771035173;111;50;67;48;2017;190000;59;"marie";"cap_rechargeable";"cdi";62680,5649668287;0;"entreprise_privée_connue";93,27
32,67;32;52;32;12;2012;249755,5;32;"concubinage";"cap";"cdd";81595,12185;0;"entreprise_privée_à_renseigner";93,96
32,75;48;38;11;36;2014;337000;11;"marie";"cap";"cdi";110367,5;0;"entreprise_privée_connue";90
32,98;65;32;70;48;2014;327670;69;"marie";"cap";"cdi";108065,566;0;"entreprise_privée_connue";94,84
32,62;10;30;2;60;2011;440000;2;"concubinage";"cap";"cdi";143528;0;"entreprise_privée_à_favoriser";88,52
32,58;106;35;21;24;2014;150000;21;"marie";"cap";"cdi";48870;0;"entreprise_privée_connue";91,25
32,94;36;40;104;24;2014;1003600;20;"veuf(ve)";"cap";"cdi";330585,84;0;"entreprise_privée_connue";94,78
32,82;86;41;5;24;2011;145925;2;"veuf(ve)";"cap";"cdi";47892,585;0;"entreprise_privée_connue";89,93
32,396954254722;12;30;11;36;2017;157264;4;"marie";"cap";"cdi";50948,746139146;0;"entreprise_privée_connue";68,13
32,981686524515;138;50;9;24;2017;278700;1;"marie";"cap";"cdi";91919,9603438233;0;"entreprise_privée_connue";92,87
31,18;340;53;41;60;2011;234000;25;"marie";"cap";"cdi";72961,2;0;"fonctionnaire";96,31
30,73;53;35;26;36;2012;530000;26;"marie";"cap_rechargeable";"cdi";162869;0;"entreprise_privée_connue";91,32
32,72;43;38;22;24;2013;129115;21;"marie";"cap";"cdi";42246,428;0;"entreprise_privée_connue";80,15
32,97;188;38;61;60;2014;537651;58;"marie";"cap_rechargeable";"cdi";177263,5347;0;"fonctionnaire";97,89
32,97;18;40;2;24;2012;114391,48;2;"marie";"cap";"cdi";37714,870956;0;"entreprise_privée_connue";73,35
32,6;33;26;2;36;2011;94200;2;"marie";"cap";"cdi";30709,2;0;"entreprise_privée_connue";88,06
32,78;169;38;73;36;2011;661815;25;"marie";"cap";"cdi";216942,957;0;"entreprise_privée_à_renseigner";97,36
32,76;147;33;53;24;2013;207222,3;59;"marie";"cap_rechargeable";"cdi";67886,02548;0;"entreprise_privée_connue";91,51
32,33;107;42;17;24;2012;210000;17;"marie";"cap_rechargeable";"cdi";67893;0;"entreprise_privée_connue";92,57
24,78;65;36;57;60;2014;494362,8;46;"marie";"cap";"cdi";122503,10184;0;"fonctionnaire";95,95
32,91;62;38;41;24;2012;382000;36;"marie";"cap_rechargeable";"cdi";125716,2;0;"entreprise_privée_à_renseigner";95,15
32,72;38;48;25;48;2011;136600;24;"marie";"cap_rechargeable";"cdi";44695,52;0;"entreprise_privée_connue";81,68
17,17;116;49;55;24;2014;2343100;55;"marie";"cap_rechargeable";"cdi";402310,27;0;"entreprise_privée_à_renseigner";97,22
32,49;69;37;47;24;2011;450000;25;"marie";"cap_rechargeable";"cdi";146205;0;"entreprise_privée_à_renseigner";96,08
29,88;16;43;4;24;2011;340000;2;"marie";"cap";"cdi";101592;0;"entreprise_privée_à_renseigner";93,19
32,77;38;26;22;24;2013;155000;22;"celibataire";"cap";"cdi";50793,5;0;"entreprise_privée_connue";82,9
32,83;138;31;117;36;2013;321600;117;"marie";"cap_rechargeable";"cdi";105581,28;0;"entreprise_privée_connue";97,92
32,86;37;33;2;24;2012;150000;1;"marie";"cap";"cdi";49290;0;"entreprise_privée_à_renseigner";84,6
32,95;70;41;4;24;2012;160250,57;2;"marie";"cap";"cdi";52802,562815;0;"entreprise_privée_à_renseigner";92,14
28,09;15;29;5;36;2012;264074,22;4;"celibataire";"cap";"cdi";74178,448398;0;"entreprise_privée_connue";79,97
32,66;52;31;51;18;2013;245000;50;"marie";"cap_rechargeable";"cdi";80017;0;"entreprise_privée_connue";91,35
32,94;29;35;29;24;2013;229000;26;"marie";"cap";"cdi";75432,6;0;"entreprise_privée_connue";86,58
31,99;8;31;2;20;2011;1454294,8;2;"marie";"cap";"cdi";465228,90652;0;"entreprise_privée_à_favoriser";90,5
32,99;34;47;20;24;2014;121115;20;"concubinage";"cap";"cdi";39955,8385;0;"entreprise_privée_connue";88,27
32,9;91;39;70;48;2011;230000;25;"marie";"cap_rechargeable";"cdi";75670;0;"entreprise_privée_connue";94,03
32,69;136;42;35;24;2013;2e+05;35;"marie";"cap_rechargeable";"cdi";65380;0;"entreprise_privée_connue";91,72
32,94;126;40;32;24;2014;6e+05;32;"marie";"cap_rechargeable";"cdi";197640;0;"entreprise_privée_à_renseigner";96,59
32,73;171;36;26;24;2013;164420;23;"marie";"cap_rechargeable";"cdi";53814,666;0;"entreprise_privée_à_renseigner";92,7
15,41;60;30;112;24;2013;1644750;37;"marie";"cap";"cdi";253455,975;0;"entreprise_privée_à_renseigner";98,74
27,89;34;30;3;24;2011;470000;1;"marie";"cap";"cdi";131083;0;"entreprise_privée_connue";73,51
32,82;393;56;119;53;2014;323466,8;76;"marie";"cap_rechargeable";"cdi";106161,80376;0;"fonctionnaire";98,63
28,74;149;41;61;24;2013;175000;60;"celibataire";"cap";"cdi";50295;0;"entreprise_privée_à_renseigner";91,61
32,55;37;25;26;24;2013;151413;25;"concubinage";"cap_rechargeable";"cdi";49284,9315;0;"entreprise_privée_à_renseigner";91,76
32,58;81;31;27;24;2012;98172,58;25;"marie";"cap_rechargeable";"cdi";31984,626564;0;"entreprise_privée_connue";72,44
31,151966890795;13;44;8;24;2017;170000;1;"concubinage";"cap";"cdi";52958,3437143515;0;"entreprise_privée_connue";69,07
32,72;105;31;94;60;2013;306996,8;79;"marie";"cap_rechargeable";"cdi";100449,35296;1;"fonctionnaire";93,09
26,04;423;34;77;48;2013;306053;72;"veuf(ve)";"cap_rechargeable";"cdi";79696,2012;0;"fonctionnaire";96,32
32,959674635748;11;43;10;36;2017;284175;2;"marie";"cap";"cdi";93663,1553961369;0;"entreprise_privée_connue";83,59
32,45;80;26;35;48;2013;150000;35;"marie";"cap_rechargeable";"cdi";48675;0;"entreprise_privée_à_favoriser";90,59
32,91;166;35;38;36;2013;2e+05;38;"marie";"cap_rechargeable";"cdi";65820;0;"entreprise_privée_connue";93,3
32,73;90;31;45;13;2013;252392;44;"celibataire";"cap";"cdd";82607,9016;1;"fonctionnaire";95,47
32,97;309;55;59;36;2013;180000;59;"marie";"cap";"cdi";59346;0;"entreprise_privée_connue";90,71
32,92;68;27;30;12;2013;344310;28;"celibataire";"cap";"cdi";113346,852;1;"fonctionnaire";95,02
32,99;398;54;350;60;2014;296675,6;66;"marie";"cap_rechargeable";"cdi";97873,28044;0;"fonctionnaire";99,38
32,83;50;42;3;24;2011;143900;2;"concubinage";"cap";"cdi";47242,37;1;"entreprise_privée_à_renseigner";88,37
32,91;357;57;64;60;2011;297457,8;25;"marie";"cap_rechargeable";"cdi";97893,36198;0;"fonctionnaire";97,89
32,59;34;29;10;24;2012;92600;9;"marie";"cap";"cdi";30178,34;0;"entreprise_privée_à_renseigner";85,93
29,83;30;33;10;24;2011;117153;8;"marie";"cap";"cdi";34946,7399;0;"entreprise_privée_à_renseigner";90,13
32,48135590668;51;28;50;36;2017;411779;44;"marie";"cap_rechargeable";"cdi";133751,402538968;0;"entreprise_privée_à_favoriser";94,11
32,88;155;46;52;24;2013;201879,08;51;"marie";"cap_rechargeable";"cdi";66377,841504;0;"entreprise_privée_à_renseigner";92,81
33;31;50;69;36;2014;209800;54;"marie";"cap_rechargeable";"cdi";69234;0;"entreprise_privée_connue";88,65
23,82;36;57;20;24;2011;1027732,05;18;"marie";"cap";"cdi";244805,77431;0;"entreprise_privée_à_favoriser";95,64
32,92;152;35;26;48;2013;211000;24;"celibataire";"cap";"cdi";69461,2;0;"fonctionnaire";94,67
32,85;137;32;114;24;2013;160000;114;"marie";"cap_rechargeable";"cdi";52560;0;"entreprise_privée_connue";96,68
32,73;39;41;1;24;2012;110633,18;1;"celibataire";"cap";"cdi";36210,239814;0;"entreprise_privée_connue";72,49
32,65;10;45;3;24;2012;104743;2;"marie";"cap";"cdi";34198,5895;1;"entreprise_privée_connue";68,1
32,929571756056;33;35;22;23;2017;373415,2;12;"celibataire";"cap";"cdd";122964,02623202;0;"fonctionnaire";95,96
32,992696698627;99;33;9;36;2017;3e+05;3;"concubinage";"cap";"cdi";98978,090095881;0;"entreprise_privée_connue";92,75
32,66;43;45;2;24;2011;114660;1;"marie";"cap";"cdi";37447,956;0;"entreprise_privée_connue";73,22
33;63;43;75;24;2011;204753,13;74;"marie";"cap_rechargeable";"cdi";67568,5329;0;"entreprise_privée_connue";91,33
32,92;78;40;3;24;2011;104934;3;"concubinage";"cap";"cdi";34544,2728;0;"entreprise_privée_à_renseigner";94,43
32,39;109;33;57;24;2014;217400;57;"celibataire";"cap_rechargeable";"cdi";70415,86;0;"entreprise_privée_connue";86,91
33;51;36;51;36;2013;298000;50;"marie";"cap";"cdi";98340;0;"entreprise_privée_connue";90,58
32,76;35;23;40;24;2013;330000;39;"celibataire";"cap";"cdi";108108;0;"entreprise_privée_à_renseigner";94,53
32,95;384;50;53;36;2014;184500;52;"marie";"cap_rechargeable";"cdi";60792,75;0;"entreprise_privée_connue";92,99
25,32;385;54;82;60;2013;492460,4;79;"veuf(ve)";"cap_2";"cdi";124690,97328;0;"fonctionnaire";96,69
32,93;112;44;3;24;2012;111500;2;"marie";"cap";"cdi";36716,95;0;"entreprise_privée_connue";92,05
32,9;18;48;17;24;2014;262888,19;16;"marie";"cap";"cdi";86490,21451;0;"entreprise_privée_à_renseigner";95,61
32,69;7;37;4;24;2012;160000;2;"marie";"cap";"cdi";52304;0;"entreprise_privée_à_renseigner";82,68
32,87;320;49;28;24;2013;358000;27;"marie";"cap";"cdi";117674,6;0;"entreprise_privée_à_renseigner";96,22
32,42;273;48;88;60;2013;408000;88;"marie";"cap_rechargeable";"cdi";132273,6;0;"fonctionnaire";98,11
32,77;14;39;3;24;2011;4e+05;2;"marie";"cap";"cdi";131080;1;"entreprise_privée_à_renseigner";92,56
32,15;122;56;81;24;2013;280000;81;"marie";"cap";"cdi";90020;0;"entreprise_privée_connue";95,3
32,781347704839;204;56;7;24;2017;378925;1;"marie";"cap";"cdi";124216,721790561;0;"entreprise_privée_à_favoriser";96,76
28,1;12;36;34;12;2011;1646839;2;"marie";"cap";"cdi";462761,759;0;"entreprise_privée_à_renseigner";96,55
31,79;90;39;18;24;2011;81787;17;"marie";"cap";"cdi";26000,0873;0;"entreprise_privée_à_renseigner";85,89
32,62;28;30;9;36;2012;101234;9;"concubinage";"cap";"cdi";33022,5308;0;"entreprise_privée_connue";76,93
32,38;23;38;16;24;2014;2e+05;16;"marie";"cap";"cdi";64760;0;"entreprise_privée_à_renseigner";91,8
32,98;44;37;88;36;2013;530000;44;"marie";"cap_rechargeable";"cdi";174794;0;"entreprise_privée_connue";96,37
29,63;369;62;361;12;2012;1530226;358;"marie";"cap";"cdi";453405,9638;0;"fonctionnaire";99,52
30,31;89;42;13;18;2011;1044555;10;"concubinage";"cap";"cdi";316604,6205;0;"fonctionnaire";98,45
32,9;28;28;18;24;2014;350000;17;"marie";"cap";"cdi";115150;0;"entreprise_privée_à_renseigner";93,02
32,95660066103;75;27;68;60;2017;359649,2;29;"marie";"cap_rechargeable";"cdi";118528,150624589;0;"fonctionnaire";96,48
32,87;59;38;38;24;2014;105567,34;36;"marie";"cap_rechargeable";"cdi";34699,984658;0;"entreprise_privée_à_renseigner";93,07
32,22;182;52;70;30;2014;328586;67;"marie";"cap";"cdi";105870,4092;0;"fonctionnaire";96,78
32,98;64;47;18;24;2011;144800;18;"marie";"cap_rechargeable";"cdi";47755,04;0;"entreprise_privée_connue";88,9
32,87;55;35;2;36;2011;239085;2;"concubinage";"cap";"cdi";78587,2395;0;"entreprise_privée_connue";86,51
32,72;75;30;3;24;2012;106062;2;"marie";"cap";"cdi";34703,4864;0;"entreprise_privée_connue";85,56
28,56;9;58;16;12;2014;1990000;16;"celibataire";"cap";"cdi";568344;0;"entreprise_privée_connue";90,6
19,15;253;38;103;60;2013;3e+05;73;"marie";"cap_rechargeable";"cdi";57450;1;"entreprise_privée_à_favoriser";89,01
7,7997613807053;188;37;120;60;2017;2300000;29;"divorce";"cap_2";"cdi";179394,511756222;0;"fonctionnaire";98,72
25,25;137;52;94;36;2013;440005,4;78;"veuf(ve)";"cap";"cdi";111101,3635;0;"entreprise_privée_connue";90,9
32,97;62;37;55;18;2014;980000;55;"marie";"cap";"cdi";323106;0;"entreprise_privée_à_favoriser";95,62
18,683427109032;14;25;16;24;2017;507322;2;"marie";"cap";"cdi";94785,1360780833;0;"fonctionnaire";98,16
31,04;35;34;67;36;2013;582945;66;"celibataire";"cap";"cdi";180946,128;0;"entreprise_privée_connue";93,65
32,91;37;34;32;24;2014;154333;32;"marie";"cap_rechargeable";"cdi";50790,9903;0;"entreprise_privée_connue";87,36
32,62;103;29;48;24;2014;308300;48;"marie";"cap_rechargeable";"cdi";100567,46;0;"entreprise_privée_connue";94,29
30,69;121;48;2;25;2012;295000;2;"marie";"cap";"cdi";90535,5;0;"entreprise_privée_à_renseigner";94,24
32,965891661091;32;39;28;26;2017;636800;21;"marie";"cap_rechargeable";"cdd";209926,798097827;0;"entreprise_privée_à_favoriser";94,05
32,86;105;53;68;24;2011;697585;45;"marie";"cap_rechargeable";"cdi";229226,431;0;"fonctionnaire";96,21
32,13;129;52;4;48;2011;326360;2;"marie";"cap";"cdi";104859,468;0;"entreprise_privée_à_favoriser";94,63
7,49;161;48;11;60;2012;229000;9;"marie";"cap_2";"cdi";17152,1;1;"fonctionnaire";43,62
32,82;61;33;29;24;2013;190000;28;"marie";"cap_rechargeable";"cdi";62358;0;"entreprise_privée_connue";88,51
32,69;41;27;32;24;2013;1e+05;31;"celibataire";"cap";"cdi";32690;0;"entreprise_privée_connue";86,02
30,59;43;33;53;24;2014;1315000;41;"marie";"cap";"cdi";402258,5;0;"entreprise_privée_connue";96,23
32,43;58;30;20;24;2011;101800;19;"celibataire";"cap";"cdi";33013,74;1;"entreprise_privée_à_renseigner";82,9
32,57;6;35;2;24;2012;210000;2;"marie";"cap";"cdi";68397;0;"entreprise_privée_connue";66,08
32,95;82;28;11;24;2014;192300;9;"marie";"cap";"cdi";63362,85;0;"entreprise_privée_connue";90,44
32,94;71;37;46;36;2014;252983;46;"marie";"cap";"cdi";83332,6002;0;"entreprise_privée_connue";94,06
32,89;174;35;29;24;2014;150000;29;"marie";"cap_rechargeable";"cdi";49335;0;"entreprise_privée_connue";89,18
32,688463849155;20;34;12;24;2017;259000;7;"marie";"cap";"cdi";84663,1213693115;0;"entreprise_privée_connue";90,35
32,82;55;30;29;24;2013;2e+05;29;"marie";"cap";"cdi";65640;0;"entreprise_privée_à_favoriser";91,31
32,93;61;34;41;24;2014;222431,2;41;"marie";"cap";"cdi";73246,59416;0;"fonctionnaire";94,76
32,94;28;41;74;60;2013;356569,2;74;"marie";"cap_2";"cdi";117453,89448;0;"fonctionnaire";97,35
32,87;65;37;60;60;2012;342813,2;57;"marie";"cap";"cdi";112682,69884;0;"fonctionnaire";97,12
32,98;27;25;60;24;2013;430000;26;"celibataire";"cap";"cdi";141814;0;"entreprise_privée_à_renseigner";94,94
32,92;9;38;5;24;2011;127429,4;2;"marie";"cap";"cdi";41949,75848;0;"entreprise_privée_connue";65,94
32,24;36;41;3;24;2012;102000;2;"marie";"cap";"cdi";32884,8;0;"entreprise_privée_connue";80,83
32,81;31;27;25;24;2013;421000;24;"concubinage";"cap";"cdi";138130,1;0;"entreprise_privée_connue";90,8
23,63;34;30;26;12;2014;850000;25;"marie";"cap";"cdi";200855;1;"entreprise_privée_à_renseigner";96,88
32,91;27;28;24;36;2012;2e+05;22;"marie";"cap_rechargeable";"cdi";65820;0;"entreprise_privée_connue";85,35
32,77;8;34;8;24;2011;3e+05;8;"marie";"cap";"cdi";98310;0;"entreprise_privée_à_renseigner";95,5
26,95;123;51;48;36;2011;652232,4;1;"marie";"cap";"cdi";175776,6318;0;"fonctionnaire";97,62
32,96;30;26;20;24;2014;125000;20;"marie";"cap";"cdi";41200;1;"entreprise_privée_à_renseigner";85,58
32,37;46;34;19;24;2014;105900;19;"marie";"cap";"cdi";34279,83;0;"entreprise_privée_connue";83,52
32,16;20;37;3;24;2012;672500;3;"divorce";"cap";"cdi";216276;1;"entreprise_privée_à_renseigner";93,72
32,76;58;43;19;24;2011;1e+05;19;"marie";"cap";"cdi";32760;0;"entreprise_privée_à_renseigner";92,6
32,65;232;37;20;36;2014;310011;20;"marie";"cap";"cdi";101218,5915;0;"entreprise_privée_connue";93,51
32,97;377;56;78;60;2012;426150,6;77;"marie";"cap_rechargeable";"cdi";140501,85282;0;"fonctionnaire";97,35
23,67;27;45;54;36;2013;475796;52;"marie";"cap";"cdi";112620,9132;0;"entreprise_privée_à_favoriser";93,13
32,956536931069;95;41;39;60;2017;237799,4;29;"marie";"cap_rechargeable";"cdi";78370,4470828605;0;"fonctionnaire";96,13
32,12;37;23;30;24;2014;206700;30;"celibataire";"cap_rechargeable";"cdi";66392,04;0;"entreprise_privée_connue";86,73
32,7;340;57;39;60;2011;237997;25;"marie";"cap_rechargeable";"cdi";77825,019;0;"fonctionnaire";96,46
32,98;21;46;8;32;2011;6e+05;6;"marie";"cap_rechargeable";"cdi";197880;0;"entreprise_privée_à_renseigner";95,12
32,91;12;29;4;24;2012;206300;4;"concubinage";"cap";"cdi";67893,33;1;"entreprise_privée_connue";66,67
25,11;188;53;73;48;2014;907031;55;"marie";"cap_rechargeable";"cdi";227755,4841;0;"fonctionnaire";98,6
32,65;55;57;3;12;2011;141722;3;"marie";"cap";"cdi";46272,233;0;"entreprise_privée_à_renseigner";90,1
32,886163186214;27;27;9;24;2017;228000;1;"marie";"cap";"cdi";74980,4520645679;0;"entreprise_privée_connue";72,73
32,88;92;34;2;24;2011;120500;2;"marie";"cap";"cdi";39620,4;0;"entreprise_privée_connue";89,46
32,66;145;41;61;36;2013;485008,8;58;"celibataire";"cap_rechargeable";"cdi";158403,87408;0;"fonctionnaire";97,25
32,98;112;35;96;60;2013;535759;92;"marie";"cap_2";"cdi";176693,3182;0;"fonctionnaire";97,7
32,86;20;31;21;24;2011;95685;13;"marie";"cap";"cdi";31442,091;1;"entreprise_privée_connue";32,08
21,24;415;54;53;48;2013;536091,4;50;"celibataire";"cap_rechargeable";"cdi";113865,81336;0;"fonctionnaire";98,11
32,95;62;30;15;50;2011;198000;15;"marie";"cap_rechargeable";"cdi";65241;0;"entreprise_privée_à_favoriser";91,94
32,325389871601;8;33;13;20;2017;387329;2;"concubinage";"cap";"cdd";125205,609335773;0;"fonctionnaire";97,36
32,99;108;32;68;24;2014;197408;54;"marie";"cap";"cdi";65124,8992;0;"entreprise_privée_à_renseigner";93,94
31,93;169;50;3;27;2011;5e+05;2;"marie";"cap";"cdi";159650;0;"entreprise_privée_à_favoriser";94,81
32,51;32;34;29;12;2012;310000;29;"marie";"cap_rechargeable";"cdi";100781;0;"entreprise_privée_connue";89,54
32,97;20;36;20;48;2012;242550;20;"concubinage";"cap";"cdi";79968,735;0;"entreprise_privée_connue";89,01
32,9;58;32;37;30;2014;160000;31;"marie";"cap_rechargeable";"cdi";52640;0;"entreprise_privée_connue";90,26
32,94;82;43;2;24;2012;171000;2;"marie";"cap";"cdi";56327,4;0;"entreprise_privée_connue";88,21
32,99;408;61;65;24;2011;355913,2;25;"veuf(ve)";"cap_rechargeable";"cdi";117415,76468;0;"fonctionnaire";97,34
32,96;8;34;4;12;2012;332817;2;"marie";"cap";"cdi";109696,4832;0;"fonctionnaire";96,42
32,84;75;38;64;40;2012;207042;64;"marie";"cap_rechargeable";"cdi";67992,5928;0;"entreprise_privée_connue";90,71
25,96;372;52;73;48;2013;548160,8;71;"celibataire";"cap_rechargeable";"cdi";142302,54368;1;"fonctionnaire";98,16
23,47;21;31;70;24;2014;1500000;21;"marie";"cap_rechargeable";"cdi";352050;0;"entreprise_privée_connue";96,57
32,990481629683;183;49;107;60;2017;289920,8;29;"marie";"cap_rechargeable";"cdi";95646,26826463;0;"fonctionnaire";95,67
32,97;179;41;43;48;2014;149400;43;"marie";"cap_rechargeable";"cdi";49257,18;0;"entreprise_privée_connue";92,93
