;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;nb_salaires_cleaned;age_cleaned;anciennete_emploi_cleaned;salaire_mensuel_cleaned;taux_endettement_cleaned;duree_pret_cleaned;anciennete_bni_cleaned;mensualite_cleaned;code_DTX_cleaned_UNIQUEVAL;conventionne_cleaned_UNIQUEVAL;statut_marital_cleaned_UNIQUEVAL;categorie_employeur_cleaned_UNIQUEVAL;nature_CAP_cleaned_UNIQUEVAL;type_contrat_cleaned;salaire_vivable;argent_journalier;age_end;year;nb_salaires_cleaned_bins;age_cleaned_bins;anciennete_emploi_cleaned_bins;taux_endettement_cleaned_bins;duree_pret_cleaned_bins;anciennete_bni_cleaned_bins;salaire_mensuel_cleaned_bins;avg_salaire_age;avg_cat_empl_sal;avg_duree_endettement;avg_salaire_anc_emploi;istest;label
5483;5483;2843;2926;8.0;43.0;14.0;1107356.72;32.907695668809986;60;14.0;364405.57938571635;0;0;0;2;0;0;742951.1406142837;24765.038020476124;48.0;2017;0;1;1;0;3;10;11;437856.5656846549;636429.0148717947;30.86250662982543;354620.2513569526;0;1
5575;5575;16356;6261;70.0;35.0;105.0;1088022.0;32.55;48;70.0;354151.161;1;0;0;1;1;0;733870.839;24462.3613;39.0;2014;1;0;28;0;1;29;6;348407.7354765545;313671.6793187913;31.285981228209238;331852.0351742628;0;1
20214;20214;1771;1171;24.0;53.0;2.0;1400000.0;20.97;12;25.0;293580.0;0;0;0;1;0;0;1106420.0;36880.66666666666;54.0;2011;0;1;40;2;4;3;11;437856.5656846549;313671.6793187913;28.630300939908953;469000.8640981597;0;1
2758;2758;11875;6939;1.0;28.0;27.0;1400000.0;22.04;18;2.0;308560.0;1;0;0;0;0;0;1091440.0;36381.333333333336;29.5;2011;0;0;21;2;0;1;9;348407.7354765545;354195.0145666767;30.76080107132262;383292.923074868;2;1
16777;16777;7257;6478;30.0;37.0;154.0;1540000.0;31.11;24;30.0;479094.0;0;0;0;1;0;0;1060906.0;35363.53333333333;39.0;2014;2;0;13;0;0;3;11;348407.7354765545;313671.6793187913;31.61133636609692;403923.1946232877;0;1
22245;22245;4085;6318;53.0;32.0;16.0;1196809.0;18.14;36;60.0;217101.15260000003;0;0;0;1;1;0;979707.8474;32656.928246666666;35.0;2014;1;0;1;1;2;4;11;348407.7354765545;313671.6793187913;31.286291191230358;354620.2513569526;0;1
13783;13783;3545;3642;132.0;33.0;187.0;1150880.0;31.241049495142;60;139.0;359546.99042969034;0;1;0;1;1;0;791333.0095703097;26377.766985676993;38.0;2017;8;0;30;0;3;53;11;348407.7354765545;313671.6793187913;30.86250662982543;469318.6734594594;0;1
2832;2832;3305;3397;29.0;34.0;97.0;1158005.0;17.428148041308;60;85.0;201818.8257257487;0;1;0;3;1;0;956186.1742742512;31872.872475808374;39.0;2017;2;0;10;1;3;5;11;348407.7354765545;462765.74141768547;30.86250662982543;325603.0885557085;1;1
14591;14591;12352;7346;90.0;48.0;114.0;3520000.0;16.95;13;248.0;596640.0;0;0;0;0;0;0;2923360.0;97445.33333333331;49.08333333333334;2013;3;1;19;1;0;19;34;437856.5656846549;354195.0145666767;31.168725276110486;359955.8313592235;0;13
6833;6833;1747;4944;12.0;36.0;60.0;1260270.0;31.39;24;14.0;395598.753;1;1;2;2;0;0;864671.247;28822.3749;38.0;2011;0;0;6;0;0;10;11;348407.7354765545;636429.0148717947;31.61133636609692;354968.68031732173;0;1
19465;19465;12535;6595;82.0;32.0;77.0;2139000.0;29.89;60;82.0;639347.1;0;0;0;1;0;0;1499652.9;49988.43;37.0;2014;3;0;12;2;3;12;32;348407.7354765545;313671.6793187913;30.86250662982543;387693.48423541867;0;2
22679;22679;14505;6479;21.0;44.0;23.0;1541000.0;19.58;24;112.0;301727.8;0;0;0;0;0;0;1239272.2;41309.07333333333;46.0;2014;0;1;15;1;0;15;10;437856.5656846549;354195.0145666767;31.61133636609692;343394.4938213339;0;1
1211;1211;17245;7005;26.0;45.0;36.0;1194575.0;32.83;24;26.0;392178.9725;0;1;0;2;0;0;802396.0275000002;26746.534250000004;47.0;2013;2;1;4;0;0;3;16;437856.5656846549;636429.0148717947;31.61133636609692;367332.77090690075;0;1
15765;15765;18075;4455;2.0;37.0;77.0;1449107.67;16.78;60;9.0;243160.26702600002;1;1;0;2;0;0;1205947.402974;40198.2467658;42.0;2011;0;0;12;1;3;11;21;348407.7354765545;636429.0148717947;30.86250662982543;387693.48423541867;0;1
7810;7810;6208;6284;35.0;40.0;39.0;1109700.0;32.31;36;74.0;358544.07;0;0;0;1;0;0;751155.9299999998;25038.531000000003;43.0;2014;2;0;18;0;2;7;16;348407.7354765545;313671.6793187913;31.286291191230358;361661.5960337501;0;1
16316;16316;4804;6617;61.0;57.0;62.0;2400000.0;15.97;24;88.0;383280.0;0;0;0;0;0;0;2016720.0;67224.0;59.0;2014;1;1;2;1;0;5;23;437856.5656846549;354195.0145666767;31.61133636609692;380339.13418342726;0;3
4407;4407;11617;3323;9.0;42.0;14.0;1249120.0;20.18;24;147.0;252072.41600000003;0;0;0;0;0;0;997047.584;33234.919466666666;44.0;2011;0;1;1;2;0;54;15;437856.5656846549;354195.0145666767;31.61133636609692;354620.2513569526;0;1
5351;5351;18037;4423;1.0;37.0;153.0;1236000.0;19.81;24;3.0;244851.6;0;1;2;1;0;0;991148.4;33038.28;39.0;2011;0;0;13;1;0;1;15;348407.7354765545;313671.6793187913;31.61133636609692;403923.1946232877;0;1
393;393;7730;6413;78.0;36.0;87.0;1400000.0;32.9;12;88.0;460600.0;0;1;0;1;0;0;939400.0;31313.33333333333;37.0;2014;3;0;5;0;4;5;9;348407.7354765545;313671.6793187913;28.630300939908953;413331.5938060608;0;1
13960;13960;12088;6457;19.0;44.0;72.0;1500000.0;24.42;12;19.0;366300.0;0;1;0;1;0;0;1133700.0;37790.0;45.0;2014;0;1;3;2;4;0;21;437856.5656846549;313671.6793187913;28.630300939908953;369368.16014648456;0;1
1310;1310;11455;7237;1387.0;40.0;73.0;1803000.0;31.96;18;76.0;576238.8;0;0;0;0;0;0;1226761.2;40892.04;41.5;2013;4;0;12;0;0;7;13;348407.7354765545;354195.0145666767;30.76080107132262;387693.48423541867;0;1
19220;19220;6444;6399;62.0;49.0;102.0;1371270.0;12.83;36;63.0;175933.94100000005;0;0;0;3;0;0;1195336.0590000001;39844.5353;52.0;2014;1;1;10;1;2;2;11;437856.5656846549;462765.74141768547;31.286291191230358;325603.0885557085;0;1
17528;17528;697;6953;42.0;42.0;42.0;1100000.0;32.92;24;132.0;362120.0;0;0;0;0;1;0;737880.0;24596.0;44.0;2013;2;1;18;0;0;28;11;437856.5656846549;354195.0145666767;31.61133636609692;361661.5960337501;0;1
2861;2861;6080;7088;43.0;34.0;96.0;1364220.0;18.43;24;44.0;251425.746;0;0;0;1;1;0;1112794.254;37093.1418;36.0;2013;2;0;27;1;0;9;11;348407.7354765545;313671.6793187913;31.61133636609692;369619.3079726029;1;1
16902;16902;1486;6382;78.0;46.0;51.0;1300635.0;32.98;15;257.0;428949.423;0;0;0;2;0;1;871685.577;29056.1859;47.25;2014;3;1;22;0;0;27;9;437856.5656846549;636429.0148717947;30.30912608524315;335757.89816463424;0;1
19080;19080;1696;3480;5.0;41.0;31.0;1229000.0;20.67;24;6.0;254034.30000000005;0;0;0;0;0;0;974965.7;32498.85666666667;43.0;2011;0;1;4;2;0;1;11;437856.5656846549;354195.0145666767;31.61133636609692;367332.77090690075;0;1
11256;11256;5228;1118;25.0;53.0;235.0;3475000.0;18.56;12;120.0;644959.9999999999;0;0;0;1;0;0;2830040.0;94334.66666666669;54.0;2011;0;1;71;1;4;16;11;437856.5656846549;313671.6793187913;28.630300939908953;679754.8583333334;0;13
3364;3364;8128;7325;35.0;38.0;35.0;2800000.0;26.83;12;185.0;751240.0;0;0;0;2;0;1;2048760.0;68292.0;39.0;2013;2;0;4;2;4;39;14;348407.7354765545;636429.0148717947;28.630300939908953;367332.77090690075;0;8
21229;21229;2475;7207;44.0;36.0;44.0;1649661.0;24.39;24;101.0;402352.3179;0;0;2;0;0;0;1247308.6821;41576.95607;38.0;2013;2;0;7;2;0;26;12;348407.7354765545;354195.0145666767;31.61133636609692;344747.6512061669;0;1
4537;4537;14469;701;49.0;54.0;83.0;1939082.0;16.54;24;277.0;320724.1628;0;0;0;2;1;0;1618357.8372;53945.26124;56.0;2012;2;1;25;1;0;61;17;437856.5656846549;636429.0148717947;31.61133636609692;405378.0481848188;1;1
10660;10660;12836;3029;4.0;41.0;119.0;3500000.0;28.96;24;97.0;1013600.0;0;0;0;0;0;1;2486400.0;82880.0;43.0;2012;0;1;26;2;0;26;20;437856.5656846549;354195.0145666767;31.61133636609692;407503.0181769909;0;12
4001;4001;9218;7010;45.0;29.0;46.0;1200000.0;12.15;36;46.0;145800.0;0;1;0;1;1;0;1054200.0;35140.0;32.0;2013;2;0;7;1;2;9;16;348407.7354765545;313671.6793187913;31.286291191230358;344747.6512061669;1;1
20653;20653;1990;7022;90.0;48.0;163.0;1200000.0;31.16;60;106.0;373920.0;0;0;0;3;0;0;826080.0;27536.0;53.0;2013;3;1;0;0;3;18;16;437856.5656846549;462765.74141768547;30.86250662982543;393959.1827076925;0;1
21594;21594;13913;6414;65.0;41.0;107.0;1400000.0;30.92;10;103.0;432880.0;0;0;2;2;0;0;967120.0;32237.33333333333;41.833333333333336;2014;1;1;28;0;4;18;9;437856.5656846549;636429.0148717947;28.41662926615523;331852.0351742628;0;1
484;484;7039;7214;77.0;57.0;369.0;1683502.0;20.51;24;367.0;345286.2602;0;1;0;3;1;0;1338215.7398;44607.19132666667;59.0;2013;3;1;63;2;0;47;11;437856.5656846549;462765.74141768547;31.61133636609692;520602.0953999997;2;1
2642;2642;11073;6606;78.0;51.0;113.0;2262000.0;19.73;12;207.0;446292.6;0;0;0;0;1;1;1815707.4;60523.58;52.0;2014;3;1;19;1;4;49;39;437856.5656846549;354195.0145666767;28.630300939908953;359955.8313592235;1;3
3532;3532;1346;6664;330.0;55.0;330.0;3535098.0;20.73;12;330.0;732825.8154000002;0;0;2;1;0;0;2802272.1846;93409.07282;56.0;2014;4;1;23;2;4;45;34;437856.5656846549;313671.6793187913;28.630300939908953;574669.5614084506;0;13
9857;9857;8867;4052;55.0;37.0;74.0;1800000.0;9.88;20;69.0;177840.0;0;1;0;2;0;0;1622160.0;54072.0;38.66666666666666;2012;1;0;12;3;0;29;33;348407.7354765545;636429.0148717947;29.537066352326065;387693.48423541867;0;1
2385;2385;589;1720;36.0;48.0;37.0;1100000.0;32.92;24;36.0;362120.0;0;0;0;1;1;0;737880.0;24596.0;50.0;2012;2;1;18;0;0;13;11;437856.5656846549;313671.6793187913;31.61133636609692;361661.5960337501;2;1
1699;1699;15854;7255;95.0;34.0;84.0;1900000.0;26.2;24;95.0;497800.0;0;0;0;1;1;0;1402200.0;46740.0;36.0;2013;3;0;25;2;0;20;13;348407.7354765545;313671.6793187913;31.61133636609692;405378.0481848188;2;1
7236;7236;12148;3423;57.0;40.0;56.0;1297092.35;30.15;24;57.0;391073.343525;0;1;0;2;1;0;906019.0064750002;30200.63354916667;42.0;2012;1;0;6;0;0;4;15;348407.7354765545;636429.0148717947;31.61133636609692;354968.68031732173;0;1
20948;20948;7326;2807;26.0;42.0;111.0;1375500.0;14.62;24;27.0;201098.1;0;0;0;0;0;0;1174401.9;39146.73;44.0;2012;2;1;19;1;0;3;11;437856.5656846549;354195.0145666767;31.61133636609692;359955.8313592235;0;1
10548;10548;14921;6540;36.0;32.0;28.0;1789478.0;10.11;36;37.0;180916.2258;0;0;0;0;1;0;1608561.7742;53618.72580666667;35.0;2014;2;0;21;1;2;6;33;348407.7354765545;354195.0145666767;31.286291191230358;383292.923074868;0;1
7647;7647;596;611;57.0;45.0;65.0;2667900.0;16.584244043054998;48;101.0;442451.0468246642;0;0;0;1;0;0;2225448.953175336;74181.63177251119;49.0;2017;1;1;2;1;1;26;11;437856.5656846549;313671.6793187913;31.285981228209238;380339.13418342726;0;7
9;9;12459;7042;97.0;55.0;86.0;1248446.95;32.97;24;97.0;411612.959415;0;1;0;2;1;0;836833.990585;27894.46635283333;57.0;2013;3;1;5;0;0;26;15;437856.5656846549;636429.0148717947;31.61133636609692;413331.5938060608;0;1
6027;6027;11076;7244;50.0;30.0;50.0;1825581.0;21.73;11;110.0;396698.7513;0;0;0;2;0;0;1428882.2487;47629.40829;30.91666666666667;2013;2;0;22;2;4;15;13;348407.7354765545;636429.0148717947;31.44256369670498;335757.89816463424;0;1
10434;10434;4079;6944;53.0;51.0;368.0;1097349.0;29.22;24;57.0;320645.3778;0;0;0;3;1;0;776703.6222000001;25890.12074;53.0;2013;1;1;63;2;0;4;6;437856.5656846549;462765.74141768547;31.61133636609692;520602.0953999997;0;1
3295;3295;17443;7135;23.0;38.0;29.0;1500000.0;29.95;21;24.0;449250.0;0;0;0;0;1;0;1050750.0;35025.0;39.75;2013;0;0;21;2;0;0;21;348407.7354765545;354195.0145666767;31.1095996612638;383292.923074868;0;1
13641;13641;4797;7217;345.0;50.0;348.0;1699000.0;31.85;21;347.0;541131.5;0;1;0;3;1;0;1157868.5;38595.61666666667;51.75;2013;4;1;67;0;0;30;12;437856.5656846549;462765.74141768547;31.1095996612638;526373.3045454543;0;1
1883;1883;9175;3858;25.0;39.0;56.0;2478391.0;32.21;11;122.0;798289.7411;0;0;0;0;1;0;1680101.2589;56003.37529666666;39.91666666666666;2011;0;0;6;0;4;50;24;348407.7354765545;354195.0145666767;31.44256369670498;354968.68031732173;2;5
1437;1437;4460;4251;26.0;36.0;25.0;1400000.0;32.87;24;27.0;460180.0;0;0;0;1;0;0;939820.0;31327.33333333333;38.0;2012;2;0;21;0;0;3;11;348407.7354765545;313671.6793187913;31.61133636609692;383292.923074868;0;1
2381;2381;3387;6314;59.0;41.0;77.0;1186870.0;20.64;60;112.0;244969.968;0;0;0;3;1;0;941900.032;31396.667733333332;46.0;2014;1;1;12;2;3;15;11;437856.5656846549;462765.74141768547;30.86250662982543;387693.48423541867;0;1
2002;2002;5231;1418;25.0;51.0;225.0;1200000.0;32.19;30;297.0;386280.0;0;1;0;3;1;0;813720.0;27124.0;53.5;2011;0;1;61;0;2;67;16;437856.5656846549;462765.74141768547;30.32729797554691;468039.06363636383;0;1
516;516;2740;2822;105.0;46.0;147.0;2662265.0;17.82193416341;48;144.0;474467.11555550725;0;1;0;2;0;0;2187797.8844444933;72926.59614814978;50.0;2017;7;1;34;1;1;53;11;437856.5656846549;636429.0148717947;31.285981228209238;367436.7002162161;1;7
8925;8925;14268;5;45.0;64.0;46.0;1554974.0;32.94;18;365.0;512208.4356;0;0;0;0;1;0;1042765.5644;34758.852146666664;65.5;2012;2;2;7;0;0;56;10;871493.5023711338;354195.0145666767;30.76080107132262;344747.6512061669;0;1
4801;4801;8919;6549;63.0;34.0;88.0;1800000.0;27.56;12;45.0;496080.0;0;1;0;1;1;0;1303920.0;43464.0;35.0;2014;1;0;5;2;4;9;33;348407.7354765545;313671.6793187913;28.630300939908953;413331.5938060608;0;1
19722;19722;6644;7315;88.0;45.0;96.0;2520596.0;15.96;24;109.0;402287.1216;0;0;0;2;1;0;2118308.8784;70610.29594666668;47.0;2013;3;1;27;1;0;15;27;437856.5656846549;636429.0148717947;31.61133636609692;369619.3079726029;0;4
4730;4730;2103;2160;27.0;57.0;46.0;1321179.0;32.378081545456;36;76.0;427772.41398144007;0;1;0;1;0;0;893406.5860185599;29780.219533952;60.0;2017;2;1;7;0;2;7;11;437856.5656846549;313671.6793187913;31.286291191230358;344747.6512061669;0;1
483;483;8627;6254;19.0;24.0;21.0;1080000.0;31.4;18;19.0;339120.0;0;0;2;1;0;0;740880.0;24696.0;25.5;2014;0;0;15;0;0;0;6;348407.7354765545;313671.6793187913;30.76080107132262;343394.4938213339;2;1
4098;4098;13690;1932;49.0;46.0;96.0;1342903.0;18.37;24;176.0;246691.2811;0;0;0;3;0;0;1096211.7189;36540.39063;48.0;2012;2;1;27;1;0;21;9;437856.5656846549;462765.74141768547;31.61133636609692;369619.3079726029;1;1
5748;5748;17477;1172;24.0;53.0;2.0;1400000.0;20.97;20;25.0;293580.0;0;0;0;1;0;0;1106420.0;36880.66666666666;54.66666666666666;2011;0;1;40;2;0;3;9;437856.5656846549;313671.6793187913;29.537066352326065;469000.8640981597;0;1
909;909;8834;1286;46.0;52.0;278.0;1511080.09;32.74;22;308.0;494727.6214660001;0;0;0;1;0;0;1016352.468534;33878.4156178;53.83333333333334;2011;2;1;46;0;0;14;10;437856.5656846549;313671.6793187913;31.15524486113932;715471.6711206895;2;1
3289;3289;12287;7246;93.0;38.0;94.0;1841000.0;31.02;18;113.0;571078.2;0;1;0;1;1;0;1269921.8;42330.72666666667;39.5;2013;3;0;27;0;0;15;13;348407.7354765545;313671.6793187913;30.76080107132262;369619.3079726029;1;1
15748;15748;7524;6679;76.0;32.0;79.0;5031000.0;29.52;7;109.0;1485151.2;0;0;0;1;0;1;3545848.8;118194.96;32.583333333333336;2014;3;0;25;2;4;15;11;348407.7354765545;313671.6793187913;30.21134167786942;405378.0481848188;0;16
11563;11563;12014;7233;50.0;42.0;24.0;1800000.0;32.97;24;50.0;593460.0;0;0;0;0;2;0;1206540.0;40218.0;44.0;2013;2;1;15;0;0;8;33;437856.5656846549;354195.0145666767;31.61133636609692;343394.4938213339;0;1
2690;2690;10453;6668;65.0;42.0;141.0;3710000.0;14.82;12;80.0;549822.0;0;0;0;0;0;0;3160178.0;105339.26666666666;43.0;2014;1;1;16;1;4;12;52;437856.5656846549;354195.0145666767;28.630300939908953;388715.8219059408;1;20
14673;14673;1533;903;11.0;54.0;20.0;2535000.0;15.91;24;20.0;403318.5;0;0;0;0;0;0;2131681.5;71056.05;56.0;2011;0;1;15;1;0;0;11;437856.5656846549;354195.0145666767;31.61133636609692;343394.4938213339;0;4
1627;1627;2129;7149;122.0;31.0;120.0;1500000.0;20.36;24;123.0;305400.0;0;1;0;1;0;0;1194600.0;39820.0;33.0;2013;7;0;26;2;0;50;11;348407.7354765545;313671.6793187913;31.61133636609692;407503.0181769909;2;1
395;395;3689;3791;30.0;26.0;48.0;1200000.0;25.075699429488;24;54.0;300908.39315385604;0;1;2;1;0;0;899091.6068461441;29969.7202282048;28.0;2017;2;0;7;2;0;8;11;348407.7354765545;313671.6793187913;31.61133636609692;344747.6512061669;2;1
2933;2933;18419;4909;5.0;34.0;13.0;1446060.0;17.39;24;5.0;251469.83400000003;0;0;0;1;0;0;1194590.166;39819.6722;36.0;2012;0;0;1;1;0;1;21;348407.7354765545;313671.6793187913;31.61133636609692;354620.2513569526;0;1
973;973;7405;6461;66.0;47.0;243.0;1500000.0;13.44;12;226.0;201600.0;0;0;0;2;0;0;1298400.0;43280.0;48.0;2014;1;1;69;1;4;24;11;437856.5656846549;636429.0148717947;28.630300939908953;505435.5566666666;2;1
15915;15915;784;6936;27.0;46.0;90.0;1085000.0;32.96;24;27.0;357616.0;0;1;0;2;0;0;727384.0;24246.13333333333;48.0;2013;2;1;5;0;0;3;11;437856.5656846549;636429.0148717947;31.61133636609692;413331.5938060608;0;1
7945;7945;7683;6655;65.0;36.0;66.0;3194976.96;15.74;24;110.0;502889.373504;0;0;0;0;0;0;2692087.5864959997;89736.25288320002;38.0;2014;1;0;2;1;0;15;36;348407.7354765545;354195.0145666767;31.61133636609692;380339.13418342726;0;11
6242;6242;3530;7286;33.0;48.0;116.0;2200000.0;20.82;12;55.0;458040.0;0;0;0;0;0;0;1741960.0;58065.33333333334;49.0;2013;2;1;26;2;4;4;32;437856.5656846549;354195.0145666767;28.630300939908953;407503.0181769909;0;3
13206;13206;2670;6475;54.0;53.0;376.0;1533082.83;32.7;29;113.0;501318.08541000006;0;1;0;1;0;0;1031764.74459;34392.158153000004;55.41666666666666;2014;1;1;9;0;2;15;11;437856.5656846549;313671.6793187913;30.781702540896035;537027.3882499997;0;1
16828;16828;9543;7075;53.0;33.0;89.0;1317423.81;30.54;24;88.0;402341.231574;0;0;2;0;1;0;915082.578426;30502.7526142;35.0;2013;1;0;5;0;0;5;9;348407.7354765545;354195.0145666767;31.61133636609692;413331.5938060608;0;1
2047;2047;7700;7056;50.0;31.0;82.0;1278250.0;30.87;24;51.0;394595.775;0;1;2;3;1;0;883654.225;29455.14083333333;33.0;2013;2;0;25;0;0;8;15;348407.7354765545;462765.74141768547;31.61133636609692;405378.0481848188;2;1
169;169;2941;2337;46.0;44.0;35.0;2837099.0;17.79;18;47.0;504719.9121;0;0;0;0;1;0;2332379.0879;77745.96959666668;45.5;2012;2;1;4;1;0;9;38;437856.5656846549;354195.0145666767;30.76080107132262;367332.77090690075;2;7
4774;4774;12585;6603;91.0;59.0;336.0;2210000.0;32.99;10;95.0;729079.0;0;1;0;3;2;0;1480921.0;49364.03333333333;59.83333333333334;2014;3;1;37;0;4;20;39;437856.5656846549;462765.74141768547;28.41662926615523;550791.3227272729;0;2
15276;15276;4497;6364;86.0;56.0;86.0;1280000.0;30.53;24;97.0;390784.0;0;1;0;1;1;0;889216.0;29640.53333333333;58.0;2014;3;1;5;0;0;26;11;437856.5656846549;313671.6793187913;31.61133636609692;413331.5938060608;0;1
14511;14511;13061;7161;100.0;38.0;79.0;1538969.17;32.9;60;101.0;506320.85693;0;0;0;2;1;0;1032648.31307;34421.61043566666;43.0;2013;3;0;25;0;3;26;10;348407.7354765545;636429.0148717947;30.86250662982543;405378.0481848188;0;1
1939;1939;4097;7363;90.0;55.0;350.0;20000000.0;9.11;12;361.0;1822000.0;0;1;0;1;1;0;18178000.0;605933.3333333335;56.0;2013;3;1;32;3;4;56;11;437856.5656846549;313671.6793187913;28.630300939908953;629290.5772631578;1;27
15678;15678;15322;6685;40.0;38.0;40.0;8000000.0;8.6;10;47.0;688000.0;0;0;0;2;0;0;7312000.0;243733.33333333328;38.833333333333336;2014;2;0;18;3;4;9;56;348407.7354765545;636429.0148717947;28.41662926615523;361661.5960337501;0;31
3160;3160;5668;7133;93.0;34.0;87.0;1483000.0;26.35;24;93.0;390770.5;0;1;0;1;0;0;1092229.5;36407.65;36.0;2013;3;0;5;2;0;20;11;348407.7354765545;313671.6793187913;31.61133636609692;413331.5938060608;1;1
11364;11364;2496;6624;102.0;57.0;67.0;2500000.0;29.01;12;116.0;725250.0;0;1;0;2;0;0;1774750.0;59158.33333333334;58.0;2014;7;1;3;2;4;16;24;437856.5656846549;636429.0148717947;28.630300939908953;369368.16014648456;0;5
18406;18406;5862;6370;18.0;27.0;29.0;1300000.0;32.78;13;20.0;426140.0;0;0;2;1;0;0;873860.0;29128.66666666667;28.08333333333333;2014;0;0;21;0;0;0;15;348407.7354765545;313671.6793187913;31.168725276110486;383292.923074868;0;1
9225;9225;5935;7122;26.0;54.0;92.0;1438000.0;32.44;26;27.0;466487.2;0;0;0;1;0;0;971512.8;32383.76;56.16666666666666;2013;2;1;27;0;2;3;11;437856.5656846549;313671.6793187913;31.639506159600487;369619.3079726029;0;1
20979;20979;5638;2252;25.0;47.0;147.0;1208975.0;28.63;24;34.0;346129.5425;0;1;0;2;1;1;862845.4575;28761.51525;49.0;2011;0;1;34;2;0;13;15;437856.5656846549;636429.0148717947;31.61133636609692;367436.7002162161;0;1
16599;16599;52;53;61.0;44.0;128.0;1200000.0;32.981970326981;24;122.0;395783.64392377203;0;0;0;0;1;0;804216.356076228;26807.211869207596;46.0;2017;1;1;17;0;0;50;11;437856.5656846549;354195.0145666767;31.61133636609692;366521.2754749999;0;1
7375;7375;6880;6341;30.0;41.0;75.0;1223609.2;27.95;24;50.0;341998.7714;0;0;0;0;1;0;881610.4286;29387.014286666665;43.0;2014;2;1;12;2;0;8;15;437856.5656846549;354195.0145666767;31.61133636609692;387693.48423541867;0;1
801;801;6681;7224;37.0;30.0;44.0;1705200.0;21.49;12;39.0;366447.48;0;0;0;0;0;0;1338752.52;44625.084;31.0;2013;2;0;7;2;4;6;11;348407.7354765545;354195.0145666767;28.630300939908953;344747.6512061669;0;1
21541;21541;13150;7141;66.0;32.0;76.0;1500000.0;26.31;24;77.0;394650.0;0;0;2;2;0;0;1105350.0;36845.0;34.0;2013;1;0;12;2;0;7;21;348407.7354765545;636429.0148717947;31.61133636609692;387693.48423541867;0;1
17157;17157;1526;406;25.0;57.0;364.0;1166461.0;29.67;24;359.0;346088.97870000004;0;1;0;3;0;0;820372.0212999998;27345.73404333333;59.0;2011;0;1;73;2;0;48;16;437856.5656846549;462765.74141768547;31.61133636609692;503604.18363636365;0;1
4539;4539;8889;6322;53.0;28.0;23.0;1200000.0;21.39;18;53.0;256680.0;0;0;2;0;0;0;943320.0;31444.0;29.5;2014;1;0;15;2;0;8;16;348407.7354765545;354195.0145666767;30.76080107132262;343394.4938213339;0;1
14358;14358;1326;694;56.0;54.0;234.0;1500000.0;30.22;12;311.0;453300.0;0;1;0;1;0;0;1046700.0;34890.0;55.0;2012;1;1;41;0;4;14;21;437856.5656846549;313671.6793187913;28.630300939908953;478433.9594827586;0;1
2657;2657;11970;3856;15.0;39.0;15.0;1275381.15;31.51;17;63.0;401872.600365;0;1;2;2;0;0;873508.5496349998;29116.951654499993;40.41666666666666;2011;0;0;1;0;0;2;15;348407.7354765545;636429.0148717947;30.73905029976644;354620.2513569526;2;1
15774;15774;6053;7312;78.0;43.0;85.0;2500000.0;28.86;12;110.0;721500.0;0;1;0;1;0;0;1778500.0;59283.33333333334;44.0;2013;3;1;5;2;4;15;11;437856.5656846549;313671.6793187913;28.630300939908953;413331.5938060608;0;5
18062;18062;1730;7165;58.0;31.0;47.0;1546697.0;13.52;12;58.0;209113.4344;0;1;0;2;0;0;1337583.5656;44586.11885333333;32.0;2013;1;0;7;1;4;4;10;348407.7354765545;636429.0148717947;28.630300939908953;344747.6512061669;0;1
2096;2096;4974;6960;90.0;47.0;223.0;1100000.0;33.0;18;119.0;363000.0;0;0;0;2;1;0;737000.0;24566.66666666667;48.5;2013;3;1;61;0;0;16;11;437856.5656846549;636429.0148717947;30.76080107132262;468039.06363636383;2;1
12512;12512;16225;2692;42.0;43.0;167.0;1245600.0;32.3;24;67.0;402328.8;0;0;0;2;1;0;843271.2;28109.04;45.0;2012;2;1;0;0;0;29;15;437856.5656846549;636429.0148717947;31.61133636609692;393959.1827076925;0;1
7521;7521;698;717;15.0;39.0;24.0;1069432.0;26.478417512081;48;23.0;283168.66996779805;0;0;0;0;1;0;786263.3300322021;26208.777667740065;43.0;2017;0;0;15;2;1;0;11;348407.7354765545;354195.0145666767;31.285981228209238;343394.4938213339;0;1
47;47;2331;7031;40.0;39.0;48.0;1212702.4;32.07;48;107.0;388913.6596799999;0;0;0;3;2;0;823788.74032;27459.62467733333;43.0;2013;2;0;7;0;1;18;15;348407.7354765545;462765.74141768547;31.285981228209238;344747.6512061669;0;1
3376;3376;2563;2640;1.0;49.0;280.0;1128888.0;20.269399940437;60;10.0;228818.8235996005;0;1;0;3;0;0;900069.1764003995;30002.30588001332;54.0;2017;0;1;46;2;3;11;11;437856.5656846549;462765.74141768547;30.86250662982543;715471.6711206895;1;1
1274;1274;3153;3242;28.0;37.0;139.0;1350000.0;20.77541331825;36;86.0;280468.079796375;0;0;3;1;1;0;1069531.920203625;35651.0640067875;40.0;2017;2;0;16;2;2;5;11;348407.7354765545;313671.6793187913;31.286291191230358;388715.8219059408;2;1
18647;18647;12958;6945;55.0;33.0;63.0;1097841.33;33.0;60;59.0;362287.6389;0;1;0;3;0;0;735553.6911;24518.456370000004;38.0;2013;1;0;2;0;3;4;6;348407.7354765545;462765.74141768547;30.86250662982543;380339.13418342726;0;1
